Loan.number,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
93711,10000,10000,0.1580,36 months,debt_consolidation,0.1332,AZ,RENT,5000,670-674,16,11286,1,< 1 year
28368,5000,5000,0.0849,36 months,debt_consolidation,0.2253,WA,MORTGAGE,3000,720-724,9,3388,2,10+ years
66425,16000,16000,0.2149,60 months,small_business,0.2576,NY,MORTGAGE,5000,670-674,14,10881,0,5 years
13652,4800,4800,0.1075,36 months,other,0.2263,MA,RENT,1750,710-714,6,11234,0,5 years
66166,24925,24925,0.1875,60 months,debt_consolidation,0.0851,AK,MORTGAGE,5250,710-714,7,15288,0,10+ years
73128,4825,4825,0.1212,36 months,debt_consolidation,0.0476,CT,MORTGAGE,5416.67,680-684,8,6883,0,8 years
42032,18750,18750,0.1825,60 months,debt_consolidation,0.1254,CO,MORTGAGE,4833.33,675-679,13,11232,2,10+ years
101034,5000,5000,0.1531,36 months,home_improvement,0.2054,CT,MORTGAGE,4166.67,675-679,18,12929,3,10+ years
102595,7500,224.99,0.1317,36 months,other,0.0103,CT,MORTGAGE,8750,675-679,3,3607,4,6 years
12429,10000,10000,0.1682,60 months,debt_consolidation,0.1254,MA,RENT,4417,680-684,9,6630,2,3 years
36084,5300,5300,0.0790,36 months,debt_consolidation,0.0967,TX,RENT,1945,760-764,3,5360,0,8 years
3219,5000,5000,0.0963,36 months,educational,0.1181,AZ,MORTGAGE,9166.67,730-734,16,23658,2,10+ years
15120,25000,15051.09,0.1323,60 months,debt_consolidation,0.2011,TX,MORTGAGE,6666.67,735-739,11,33084,0,10+ years
3246,9250,9200,0.1189,36 months,debt_consolidation,0.1628,OH,MORTGAGE,5416.67,745-749,14,10111,6,6 years
14851,19000,18725,0.1075,60 months,home_improvement,0.0619,MD,MORTGAGE,7500,775-779,12,1142,1,8 years
45929,2000,2000,0.0603,36 months,debt_consolidation,0.0801,NY,RENT,5833.33,750-754,7,2031,0,< 1 year
62740,7200,7200,0.2049,60 months,other,0.1514,NJ,RENT,5166.67,670-674,10,14585,3,3 years
70648,8000,8000,0.1409,36 months,debt_consolidation,0.1960,CO,MORTGAGE,5292,695-699,13,8903,1,n/a
33500,13000,12875,0.1171,36 months,debt_consolidation,0.1620,NJ,RENT,6932.92,685-689,21,27852,0,9 years
55755,8000,8000,0.1629,36 months,wedding,0.0292,CT,MORTGAGE,4250,670-674,5,4454,2,10+ years
3158,14000,13675,0.0963,36 months,debt_consolidation,0.1306,CA,MORTGAGE,9083.33,760-764,21,46017,3,10+ years
40127,1400,1400,0.1269,36 months,other,0.0593,NJ,OWN,4583.33,700-704,3,1029,0,1 year
77444,9500,9500,0.0890,36 months,debt_consolidation,0.2772,CO,OWN,5000,735-739,4,18393,1,6 years
74186,12700,12700,0.1114,36 months,debt_consolidation,0.1053,NJ,OWN,3333.33,705-709,6,8948,0,< 1 year
45644,10000,10000,0.0976,36 months,debt_consolidation,0.1831,NJ,RENT,2916.67,725-729,6,5670,1,10+ years
2868,6000,5691.36,0.1189,36 months,major_purchase,0.1155,PA,RENT,2917,735-739,4,1003,2,1 year
28280,5200,5200,0.1399,36 months,debt_consolidation,0.2318,CA,MORTGAGE,5000,680-684,17,28118,2,5 years
50921,9000,8975,0.1581,36 months,debt_consolidation,0.1069,MO,RENT,3750,675-679,7,6599,1,10+ years
2425,12000,11854.04,0.1474,36 months,debt_consolidation,0.0462,NY,RENT,4500,695-699,3,7956,0,10+ years
1337,6600,3800,0.0907,36 months,other,0.0184,FL,OWN,2667,740-744,16,4889,1,< 1 year
56391,10000,10000,0.1399,36 months,debt_consolidation,0.0862,NJ,MORTGAGE,6458.33,670-674,13,7200,0,9 years
27919,1800,1800,0.1149,36 months,debt_consolidation,0.1664,WY,MORTGAGE,4250,695-699,11,26267,0,10+ years
78789,19000,19000,0.1875,60 months,home_improvement,0.1740,MN,OWN,4000,695-699,7,5246,2,10+ years
85290,24000,24000,0.2049,60 months,debt_consolidation,0.0869,NJ,MORTGAGE,5833.33,685-689,9,23006,0,10+ years
63588,11500,11475,0.1114,36 months,debt_consolidation,0.2340,FL,OWN,2833.33,700-704,8,17324,0,n/a
47887,12100,12100,0.1367,36 months,debt_consolidation,0.1285,FL,RENT,5000,690-694,8,12026,0,4 years
28055,12000,12000,0.1799,60 months,debt_consolidation,0.2344,TX,RENT,3916.67,675-679,8,8860,0,< 1 year
44231,12000,12000,0.1531,36 months,debt_consolidation,0.1069,MA,MORTGAGE,4416.67,675-679,18,13194,2,3 years
88584,10000,10000,0.1972,36 months,other,0.2753,MN,MORTGAGE,2916.67,665-669,14,11506,0,10+ years
61697,8875,8875,0.1531,36 months,debt_consolidation,0.3015,NC,RENT,2291.67,680-684,11,11798,1,2 years
64440,10625,10625,0.1777,36 months,debt_consolidation,0.2210,FL,OWN,2633.33,660-664,9,12156,0,< 1 year
3320,12000,3725,0.1411,36 months,credit_card,0.0723,GA,MORTGAGE,3750,670-674,6,13018,3,1 year
95536,10000,10000,0.1727,36 months,debt_consolidation,0.2891,FL,MORTGAGE,3500,660-664,11,9059,1,7 years
98428,12000,12000,0.2049,36 months,credit_card,0.2884,IL,RENT,3980.33,660-664,12,19234,2,5 years
26457,14000,12225,0.1199,60 months,debt_consolidation,0.1401,AR,MORTGAGE,4583.33,720-724,9,3539,0,3 years
43465,16000,15975,0.1758,60 months,debt_consolidation,0.1226,MO,MORTGAGE,2666.67,705-709,12,18008,1,< 1 year
53930,10000,10000,0.1581,36 months,debt_consolidation,0.2089,TX,RENT,5541.67,670-674,14,10443,1,9 years
92051,3625,3625,0.1629,36 months,small_business,0.2175,NY,MORTGAGE,6666.67,720-724,12,3226,5,2 years
78391,8400,8400,0.1212,36 months,debt_consolidation,0.2232,MA,RENT,3333.33,690-694,7,5500,0,4 years
1766,1600,1334.54,0.1505,36 months,major_purchase,0.1415,FL,RENT,2000,665-669,5,9603,1,< 1 year
82223,3600,3600,0.1629,36 months,debt_consolidation,0.2490,NY,OWN,3666.67,665-669,16,11927,3,10+ years
19226,14000,14000,0.1751,36 months,credit_card,0.0937,DC,RENT,7916.67,680-684,3,13522,0,< 1 year
63697,15675,15675,0.0603,36 months,small_business,0.0886,FL,MORTGAGE,4166.67,795-799,9,13020,1,7 years
2947,6000,5546.81,0.1189,36 months,other,0.1938,NY,RENT,7250,725-729,6,42987,1,10+ years
91702,10000,10000,0.0890,36 months,home_improvement,0.1117,GA,MORTGAGE,6666.67,695-699,15,14593,1,6 years
50924,29000,29000,0.0790,36 months,debt_consolidation,0.1925,NY,MORTGAGE,9166.67,765-769,18,75212,1,< 1 year
35615,4800,4800,0.1242,36 months,debt_consolidation,0.1798,UT,MORTGAGE,4500,670-674,9,30895,0,10+ years
6084,5000,4900,0.0894,36 months,educational,0.1327,NY,OWN,4166.67,740-744,5,4676,0,3 years
3862,7000,6894.01,0.1253,36 months,debt_consolidation,0.0664,NJ,MORTGAGE,5000,695-699,7,11391,1,5 years
49409,20000,19975,0.1629,60 months,debt_consolidation,0.2405,MD,MORTGAGE,7416.67,705-709,11,14944,1,3 years
89809,9000,9000,0.1212,36 months,debt_consolidation,0.1005,NY,RENT,11666.67,690-694,8,9490,1,< 1 year
33275,4400,4400,0.1242,36 months,small_business,0.1900,CA,RENT,2000,715-719,9,2411,3,5 years
36803,3000,3000,0.1171,36 months,major_purchase,0.1680,GA,RENT,3083.33,695-699,4,413,0,2 years
61587,6250,6250,0.1433,36 months,credit_card,0.2040,FL,MORTGAGE,1750,675-679,10,7845,0,4 years
32249,14000,14000,0.0603,36 months,debt_consolidation,0.0900,IL,MORTGAGE,8733.33,770-774,11,15108,0,6 years
39908,30000,30000,0.1427,36 months,debt_consolidation,0.0851,TX,MORTGAGE,9166.67,715-719,10,28967,0,10+ years
33029,19600,19600,0.1242,60 months,debt_consolidation,0.2299,AZ,RENT,4166.67,745-749,9,14783,2,< 1 year
7603,1600,1600,0.1311,36 months,debt_consolidation,0.1899,WA,MORTGAGE,3459,670-674,9,6281,3,10+ years
57519,8000,8000,0.1399,36 months,major_purchase,0.1817,CA,OWN,7500,670-674,13,5987,0,< 1 year
102277,2500,2125,0.1292,36 months,debt_consolidation,0.2232,MI,MORTGAGE,3750,670-674,21,4744,9,7 years
64419,16075,16075,0.1629,36 months,debt_consolidation,0.1758,KS,MORTGAGE,4125,695-699,7,15781,1,2 years
5651,4900,4888.24,0.1426,36 months,debt_consolidation,0.2375,CT,RENT,2240,720-724,5,17998,1,1 year
27901,14400,14400,0.1199,36 months,debt_consolidation,0.1348,KY,MORTGAGE,10408,710-714,9,34354,1,5 years
80404,7750,7750,0.2049,36 months,credit_card,0.0900,CA,MORTGAGE,2000,660-664,3,5399,0,5 years
23537,4200,4200,0.0579,36 months,debt_consolidation,0.0810,MD,MORTGAGE,6089.44,750-754,7,18861,2,8 years
22289,35000,34950,0.1268,60 months,home_improvement,0.2399,WV,MORTGAGE,7083.33,785-789,19,30725,1,10+ years
48048,12800,12800,0.1212,36 months,debt_consolidation,0.2153,CA,RENT,4750,695-699,16,14291,0,< 1 year
83570,8000,8000,0.0890,36 months,debt_consolidation,0.2656,AZ,MORTGAGE,4416.67,720-724,15,6701,0,1 year
39692,25000,23477.53,0.1864,60 months,debt_consolidation,0.1461,NV,MORTGAGE,5833.33,695-699,8,13785,0,10+ years
23911,5000,5000,0.0849,36 months,credit_card,0.1689,NJ,MORTGAGE,6706.41,730-734,19,43734,1,8 years
11625,4000,4000,0.1149,36 months,debt_consolidation,0.0416,MA,RENT,2666.67,720-724,4,3239,0,1 year
72919,2875,2875,0.1849,36 months,credit_card,0.1411,AZ,RENT,1084,665-669,3,3824,0,n/a
23766,1800,1800,0.1602,36 months,small_business,0.0419,AL,RENT,4246.67,660-664,2,0,0,9 years
34802,7200,7200,0.1349,36 months,debt_consolidation,0.1460,CA,RENT,5000,725-729,4,17268,0,1 year
68503,6000,6000,0.1212,36 months,credit_card,0.0816,PA,RENT,3333.33,680-684,6,8442,0,10+ years
44737,15000,14975,0.0790,36 months,car,0.2073,NY,RENT,5416.67,745-749,14,9756,0,1 year
62824,10375,10375,0.1433,36 months,debt_consolidation,0.2642,MD,RENT,2479.17,680-684,6,13411,0,5 years
97264,25000,25000,0.1580,60 months,debt_consolidation,0.2404,CA,OWN,7750,700-704,10,20215,5,2 years
6143,7900,7782.65,0.0859,36 months,credit_card,0.1520,CA,MORTGAGE,7583.33,810-814,14,3950,0,10+ years
59807,10000,10000,0.1531,36 months,debt_consolidation,0.1461,CA,RENT,3750,680-684,18,13051,1,5 years
1888,6000,4450,0.0768,36 months,debt_consolidation,0.0840,NY,RENT,5417,780-784,10,6047,1,10+ years
99967,7000,7000,0.1777,36 months,debt_consolidation,0.3030,TX,RENT,4333.33,675-679,16,6922,1,4 years
6259,5500,5473.88,0.1461,36 months,other,0.2038,SC,MORTGAGE,5116.67,665-669,11,14103,0,1 year
73978,7000,7000,0.1433,36 months,debt_consolidation,0.0546,PA,RENT,3333.33,690-694,4,8889,1,2 years
65041,12000,11975,0.0662,36 months,major_purchase,0.0143,CA,RENT,9666.67,750-754,5,4693,0,1 year
26914,10000,9975,0.0699,36 months,home_improvement,0.2792,CA,MORTGAGE,2500,780-784,5,1230,2,1 year
22573,9800,9800,0.1491,60 months,credit_card,0.1289,CA,MORTGAGE,2708.33,690-694,11,8111,0,3 years
93394,15000,15000,0.1311,36 months,credit_card,0.2963,GA,RENT,4083.33,690-694,20,23565,4,10+ years
26312,12000,12000,0.0791,36 months,credit_card,0.0451,CA,RENT,3500,725-729,16,6015,1,< 1 year
17242,19000,18975,0.1372,36 months,credit_card,0.1350,CA,RENT,2964.67,705-709,9,11219,0,10+ years
43527,10000,10000,0.1349,36 months,small_business,0.1884,AL,MORTGAGE,3333.33,690-694,9,14247,1,7 years
8698,14725,14725,0.1941,36 months,major_purchase,0.0214,VA,OWN,18333.33,660-664,11,82265,2,1 year
75525,17500,17475,0.1409,36 months,debt_consolidation,0.3488,NY,RENT,3750,690-694,6,18485,0,1 year
6712,10000,10000,0.1253,36 months,debt_consolidation,0.1081,CA,RENT,7158.33,700-704,15,23152,0,6 years
22982,12000,11998.2,0.1037,36 months,debt_consolidation,0.1698,CT,RENT,3916.67,705-709,10,7489,0,3 years
76797,32550,32550,0.0662,36 months,debt_consolidation,0.0852,IL,MORTGAGE,9166.67,805-809,9,2670,0,10+ years
95522,17475,17450,0.1212,36 months,debt_consolidation,0.1482,NC,MORTGAGE,4500,680-684,10,12588,0,10+ years
47097,7200,7200,0.0790,36 months,debt_consolidation,0.1213,NJ,RENT,2333.33,725-729,7,6262,1,2 years
92717,7125,7125,0.0762,36 months,home_improvement,0.0796,GA,OWN,2500,805-809,5,577,0,1 year
10176,20500,19861.23,0.1496,60 months,debt_consolidation,0.1076,CA,RENT,2500,730-734,2,109,0,2 years
72251,18000,18000,0.1972,60 months,debt_consolidation,0.1737,AL,RENT,10583.33,695-699,13,55691,0,5 years
47570,15000,15000,0.1825,36 months,debt_consolidation,0.2245,NV,MORTGAGE,5078.75,665-669,19,13205,0,10+ years
20885,14000,14000,0.1037,60 months,debt_consolidation,0.0869,MA,RENT,5833.33,785-789,4,961,0,5 years
3768,4800,4750,0.1221,36 months,wedding,0.0941,CA,RENT,6250,695-699,10,21069,0,< 1 year
85464,8000,8000,0.1433,36 months,vacation,0.0448,TX,RENT,6250,670-674,8,14607,0,1 year
45728,35000,34900,0.1825,60 months,debt_consolidation,0.2056,GA,MORTGAGE,5666.67,725-729,8,22290,0,10+ years
6326,3600,3600,0.0774,36 months,major_purchase,0.0141,CA,MORTGAGE,5666.67,735-739,6,2907,0,10+ years
14469,20000,19950,0.1149,36 months,debt_consolidation,0.0884,NY,RENT,7500,715-719,11,8848,0,10+ years
58576,20000,20000,0.2245,60 months,debt_consolidation,0.2430,VT,RENT,3666.67,660-664,9,9194,1,1 year
42148,10000,9950,0.1427,36 months,debt_consolidation,0.1263,CA,RENT,7166.67,680-684,11,10309,1,< 1 year
38373,10000,10000,0.0991,36 months,credit_card,0.1498,WA,RENT,5000,710-714,8,16908,0,10+ years
11626,4500,4500,0.0751,36 months,moving,0.1390,CA,MORTGAGE,3000,765-769,10,387,0,< 1 year
42374,8000,8000,0.0790,36 months,credit_card,0.2369,TX,MORTGAGE,7083.33,725-729,17,15497,1,1 year
54073,7425,7425,0.0976,36 months,debt_consolidation,0.0732,NV,MORTGAGE,2500,705-709,6,5045,1,4 years
97524,12000,12000,0.0603,36 months,debt_consolidation,0.1875,SC,MORTGAGE,13000,725-729,22,20197,0,5 years
43444,9000,9000,0.1527,36 months,debt_consolidation,0.2406,AZ,RENT,4500,670-674,10,8533,1,10+ years
80167,28000,28000,0.1629,36 months,credit_card,0.1962,NV,MORTGAGE,7083.33,710-714,12,38194,1,10+ years
47926,15575,15550,0.1367,36 months,major_purchase,0.1800,TX,MORTGAGE,6250,710-714,18,5591,2,< 1 year
85685,10500,10500,0.1212,36 months,debt_consolidation,0.1118,OR,RENT,6666.67,710-714,16,7738,1,7 years
102645,8500,6727.42,0.1683,36 months,debt_consolidation,0.1468,IL,RENT,5000,680-684,9,0,9,10+ years
95322,3600,3600,0.1972,36 months,moving,0.1072,TX,RENT,7000,665-669,7,6263,4,6 years
19133,12000,12000,0.0729,36 months,small_business,0.2715,NC,RENT,6250,740-744,7,59089,0,2 years
6466,24250,24144.61,0.1183,36 months,major_purchase,0.0479,CA,RENT,12000,755-759,10,2097,1,< 1 year
35596,20000,20000,0.1269,36 months,debt_consolidation,0.1555,MN,RENT,6166.67,710-714,6,22739,2,< 1 year
62011,14000,14000,0.1212,36 months,house,0.0764,TX,RENT,6883.33,695-699,7,9715,0,2 years
34411,10000,10000,0.0603,36 months,major_purchase,0.0501,MD,MORTGAGE,13750,775-779,12,4357,0,10+ years
39996,8000,8000,0.1242,36 months,debt_consolidation,0.0973,NY,RENT,3750,705-709,8,16212,2,6 years
19961,20000,15000,0.1751,60 months,credit_card,0.1597,NV,MORTGAGE,5373.33,695-699,18,25058,0,3 years
60353,3500,3500,0.1212,36 months,debt_consolidation,0.1087,TX,MORTGAGE,4333.33,675-679,9,9971,0,10+ years
34538,30000,29975,0.2089,60 months,debt_consolidation,0.1586,VA,MORTGAGE,17917,695-699,14,86385,0,2 years
91639,12000,12000,0.1777,36 months,debt_consolidation,0.2232,CA,RENT,4575.08,675-679,13,8048,2,< 1 year
41828,12250,12250,0.1903,60 months,debt_consolidation,0.2318,TX,MORTGAGE,6550,660-664,15,22493,0,3 years
10721,9000,9000,0.0788,60 months,other,0.0800,MN,MORTGAGE,4750,800-804,14,5348,0,10+ years
66064,31825,31825,0.1409,60 months,major_purchase,0.0437,CA,MORTGAGE,6666.67,750-754,4,10864,0,4 years
36798,24000,23975,0.1903,60 months,debt_consolidation,0.2258,NC,MORTGAGE,5416.67,680-684,12,13066,0,1 year
5906,12800,12787.71,0.0894,36 months,debt_consolidation,0.0018,AZ,MORTGAGE,2833.33,815-819,7,306,0,4 years
24044,20000,20000,0.1399,60 months,debt_consolidation,0.2133,MO,OWN,4167,745-749,8,11372,3,9 years
41244,15000,15000,0.1269,36 months,debt_consolidation,0.1402,NY,RENT,3916.67,705-709,11,16355,1,7 years
19585,15000,14950,0.1417,36 months,small_business,0.0846,OR,MORTGAGE,6666.67,690-694,8,1073,2,5 years
384,5000,3150,0.1393,36 months,car,0.2257,MN,MORTGAGE,6000,660-664,17,29877,2,10+ years
74981,14000,14000,0.1409,36 months,house,0.1519,MI,RENT,5416.67,690-694,6,4211,0,5 years
54428,21000,21000,0.1367,36 months,other,0.0808,CA,RENT,7916.67,705-709,6,6524,1,1 year
19348,5000,5000,0.0692,36 months,debt_consolidation,0.1839,MA,OWN,3333.33,725-729,8,5806,0,< 1 year
82882,5000,5000,0.1212,36 months,credit_card,0.2026,RI,MORTGAGE,6250,675-679,19,33500,0,10+ years
91562,8000,8000,0.1114,36 months,credit_card,0.0598,DE,MORTGAGE,4333.33,710-714,5,11822,2,10+ years
75837,10000,10000,0.2247,36 months,debt_consolidation,0.3426,MD,MORTGAGE,6200,675-679,36,28850,1,3 years
26195,7000,7000,0.0699,36 months,debt_consolidation,0.1432,CA,RENT,5166.67,775-779,6,0,1,10+ years
60761,11000,11000,0.0603,36 months,debt_consolidation,0.1204,NC,MORTGAGE,5836.67,790-794,12,420,0,< 1 year
78382,28000,28000,0.2049,60 months,small_business,0.0436,MI,RENT,8416.67,710-714,11,1327,0,5 years
9618,24000,21963.64,0.1099,36 months,home_improvement,0.1927,GA,MORTGAGE,12500,740-744,11,45989,0,10+ years
82216,15000,15000,0.0890,36 months,debt_consolidation,0.1359,CA,MORTGAGE,9583.33,735-739,10,13427,3,5 years
87554,24000,23950,0.2489,36 months,debt_consolidation,0.2946,NH,MORTGAGE,10737.5,660-664,26,34602,2,10+ years
33095,5000,5000,0.1596,36 months,moving,0.1436,NY,RENT,8166.67,660-664,7,7900,1,10+ years
26087,10000,10000,0.1059,36 months,debt_consolidation,0.0968,NY,OWN,8333.33,730-734,5,35968,1,10+ years
49619,16000,16000,0.1855,36 months,debt_consolidation,0.2388,MD,RENT,5653.67,660-664,12,16223,0,5 years
2164,10000,6301.07,0.1411,36 months,debt_consolidation,0.1652,CO,OTHER,4583,680-684,16,18707,1,3 years
94183,8000,8000,0.1849,36 months,debt_consolidation,0.2337,OH,OWN,5000,670-674,17,18248,1,10+ years
39492,10000,10000,0.1171,36 months,other,0.0869,NY,RENT,2750,695-699,6,6621,0,3 years
15510,5000,5000,0.0579,36 months,major_purchase,0.1569,NY,OWN,5416.67,760-764,11,4979,0,10+ years
45453,20000,19975,0.2278,60 months,credit_card,0.2442,NV,MORTGAGE,5666.67,665-669,15,18451,0,7 years
103374,3700,3600,0.0788,36 months,other,0.1017,CO,MORTGAGE,4985,720-724,6,11586,4,n/a
68176,15000,15000,0.1777,36 months,debt_consolidation,0.2245,HI,RENT,3500,670-674,11,9868,0,7 years
18049,9700,9700,0.1409,36 months,debt_consolidation,0.0952,CA,RENT,7333.33,665-669,9,14723,0,3 years
70427,8450,8450,0.1849,36 months,small_business,0.2198,CA,OWN,2083.33,660-664,14,7352,2,3 years
80246,25000,25000,0.2049,60 months,debt_consolidation,0.0915,NY,RENT,5833.33,690-694,7,14953,0,9 years
34730,25000,24950,0.1349,60 months,debt_consolidation,0.1997,CO,OWN,4166.67,745-749,4,17849,0,3 years
65776,15000,15000,0.1777,36 months,debt_consolidation,0.1824,GA,MORTGAGE,6000,670-674,16,14513,2,10+ years
73194,14575,14575,0.1905,36 months,debt_consolidation,0.2423,OR,RENT,3833.33,660-664,13,13753,0,10+ years
86479,14775,14775,0.2100,60 months,debt_consolidation,0.2759,CT,MORTGAGE,4473.33,675-679,10,33869,3,10+ years
12976,2000,2000,0.1149,36 months,major_purchase,0.0244,CA,RENT,2500,700-704,4,67,0,2 years
62891,2575,2575,0.1016,36 months,debt_consolidation,0.2754,NY,RENT,4166.67,695-699,12,18499,0,2 years
63768,4200,4200,0.1433,60 months,car,0.1416,NJ,RENT,3850,700-704,4,5718,0,2 years
6711,8000,8000,0.2052,36 months,small_business,0.0812,CT,RENT,2500,675-679,5,7327,2,< 1 year
24353,9500,9500,0.1479,60 months,debt_consolidation,0.1213,OK,RENT,3000,710-714,4,14227,1,3 years
9115,16750,16445.93,0.0988,36 months,credit_card,0.1025,IL,MORTGAGE,3338,750-754,10,18696,1,5 years
83807,12300,12300,0.1311,36 months,debt_consolidation,0.0801,MD,OWN,3083.33,685-689,6,6162,0,9 years
89837,4000,4000,0.1727,36 months,debt_consolidation,0.1629,TX,MORTGAGE,3750,665-669,7,13284,1,4 years
11723,20000,20000,0.1830,60 months,debt_consolidation,0.1591,NY,MORTGAGE,5833,690-694,5,16140,1,10+ years
22659,12000,12000,0.1268,60 months,credit_card,0.0955,VA,MORTGAGE,9750,705-709,9,17259,0,8 years
69872,4375,4375,0.1433,36 months,debt_consolidation,0.1200,MI,RENT,3333.33,675-679,10,2440,2,< 1 year
9163,3000,3000,0.1459,36 months,other,0.1959,NJ,RENT,4073,660-664,8,6941,2,5 years
59011,13000,13000,0.0662,36 months,car,0.0595,NJ,MORTGAGE,11666.67,750-754,16,11451,1,7 years
92954,16200,16200,0.0890,36 months,debt_consolidation,0.2276,NY,MORTGAGE,4666.67,725-729,8,15503,0,7 years
90560,11400,11375,0.0890,36 months,debt_consolidation,0.1427,CA,MORTGAGE,5641.67,740-744,9,11092,1,10+ years
79820,25875,25875,0.1849,60 months,debt_consolidation,0.1383,NM,MORTGAGE,6000,715-719,8,12316,2,10+ years
13767,15000,15000,0.1904,60 months,debt_consolidation,0.1669,CA,RENT,5250,680-684,7,8615,1,2 years
79164,20950,20950,0.2295,60 months,debt_consolidation,0.1251,MA,RENT,10416.67,665-669,14,12460,3,n/a
26867,14000,12800,0.1479,60 months,other,0.0837,MI,RENT,6166.67,710-714,5,2697,2,< 1 year
3508,2000,2000,0.1600,36 months,medical,0.0255,OR,RENT,2000,665-669,8,0,0,< 1 year
52759,25000,25000,0.0790,36 months,debt_consolidation,0.0173,OR,RENT,7500,765-769,4,4329,0,4 years
72356,28200,28150,0.1016,60 months,home_improvement,0.1035,CA,MORTGAGE,5900,780-784,13,20670,0,10+ years
42253,20000,19925,0.1864,60 months,small_business,0.1541,MO,MORTGAGE,6250,680-684,5,3105,1,10+ years
98954,24000,24000,0.1629,36 months,debt_consolidation,0.2905,VT,MORTGAGE,5577.26,690-694,10,13393,1,2 years
98510,21850,21850,0.1727,60 months,debt_consolidation,0.2194,MD,OWN,4166.67,710-714,14,20971,0,4 years
5821,20000,19850,0.1322,36 months,debt_consolidation,0.0907,GA,RENT,5458.33,705-709,7,15389,0,2 years
8692,16000,15875,0.1385,36 months,debt_consolidation,0.1250,IL,RENT,6750,685-689,12,6799,2,7 years
94839,10000,10000,0.1114,36 months,credit_card,0.1961,PA,RENT,3916.67,720-724,9,6395,1,2 years
68406,20000,20000,0.1409,36 months,credit_card,0.0916,NJ,MORTGAGE,19583.33,710-714,12,31277,1,7 years
